Name,Cleaned Domain,Phone Number,Address,Keywords
DND Carpet & Upholstery Cleaning,N/A,7185028314,"2048 Madison Ave Apt 2, New York, NY, 10035",['Carpet & Rug Cleaners']
Swash,N/A,2129261860,"2335 12th Ave, New York, NY, 10027",['Carpet & Rug Cleaners']
Central Rug Cleaning Services,N/A,2122357001,"785 Saint Nicholas Ave, New York, NY, 10031",['Carpet & Rug Cleaners']
"Sisneros, Nelson",N/A,2129273043,"729 W 186th St, New York, NY, 10033","['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection']"
United Carpet Cleaners,united-carpet-cleaners.com,8004243064,"388 greenwich st, New York, NY, 10013","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Water Damage Emergency Service']"
Carpet Cleaning Manhattan,N/A,9177891926,"45 Tudor City Pl Apt 204, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Automobile Upholstery Cleaning']"
Madame Paulette,madamepaulette.com,2128386827,"1255 2nd Ave, New York, NY, 10065","['Carpet & Rug Cleaners', 'Dry Cleaners & Laundries', 'Janitorial Service']"
Upper East Side Steam Cleaners,N/A,3472363029,"157 E 72nd St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Flat Rate House Cleaning,flat-rate-house-cleaning.com,8886694763,"279 W 19th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'House Cleaning', 'Industrial Cleaning']"
Manhattan Carpet Cleaning Service,N/A,3474607712,"665 Broadway Ste 1227, New York, NY, 10012","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Flat Rate House Cleaners,flatratehousecleaners.com,2125352393,"445 E 67th St, New York, NY, 10065","['Carpet & Rug Cleaners', 'House Cleaning']"
Luxury Carpet Cleaning,allboroscarpet.com,8002811103,"1330 1st Ave, New York, NY, 10021","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Rug Cleaning of New York,N/A,6465128960,"415 E 6th St, New York, NY, 10009","['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
Greenwich Village Carpet Cleaning,N/A,8884949468,"163 Varick St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
Rug Cleaning in Manhattan,N/A,6465128989,"332 E 54th St Apt 2c, New York, NY, 10022","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Water Damage Emergency Service']"
Carpet Cleaners of Manhattan,N/A,6465420240,"100 W 57th St, New York, NY, 10019","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
New York Carpet Cleaners,N/A,6462741180,"511 Amsterdam Ave, New York, NY, 10024","['Carpet & Rug Cleaners', 'Rugs', 'Upholstery Cleaners']"
Upper West Side Couch Cleaners,N/A,8772020578,"314 W 94th St, New York, NY, 10025","['Carpet & Rug Cleaners', 'Rugs', 'Upholstery Cleaners']"
NYCleaners,cleaning-services-nyc.com,2124702593,"215 W 101st St, New York, NY, 10025","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Water Damage Restoration']"
NY Brite,nybrite.com,2127630042,"509 Grand St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Building Cleaners-Interior', 'Cleaning Contractors']"
Tile and Grout Cleaning Manhattan,N/A,6467762088,"236 E 78th St Apt 5c, New York, NY, 10075","['Carpet & Rug Cleaners', 'Floor Waxing, Polishing & Cleaning']"
Rug Cleaning,N/A,3475654618,"47 Murray St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Rug Cleaning New York,N/A,3474225231,"1 Morton Sq, New York, NY, 10014","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
NoHo Carpet Cleaning Inc,N/A,3477835809,"21 Astor Pl, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Cleaners-Water Extraction']"
Carpet Cleaning,N/A,3472363052,"33 Saint Marks Pl, New York, NY, 10003","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
rug cleaning,steamexpressny.com,3479837837,"125 University Pl, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Water Damage Emergency Service']"
New York Sofa Cleaning,N/A,7187095322,"555 W 23rd St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
Rug Cleaners | Rug Xpress,N/A,6465069312,"176 E 71st St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
professional carpet cleaning West Side,N/A,7188741562,"210 W 90th St, New York, NY, 10024","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
New York Area Rug Cleaners,N/A,6463934716,"640 W End Ave, New York, NY, 10024","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
Upholstery Cleaning Manhattan,N/A,9177895259,"346 E 119th St Apt 5a, New York, NY, 10035","['Carpet & Rug Cleaners', 'Carpet & Rug Repair']"
Area Rug Cleaning West village,N/A,3478500461,"130 Barrow St, New York, NY, 10014","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
rug cleaners,N/A,6462741932,"59 Greenwich Ave, New York, NY, 10014","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Water Damage Emergency Service']"
Duraclean Hygienic Restoration and Cleaning,duraclean2clean.com,2124613688,"601 W 26th St Rm 325-277, New York, NY, 10001","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'General Contractors']"
Rug & Mattress Cleaning Tribeca,N/A,9172675187,"92 Warren St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Rug Cleaning Service,newyork-rugcleaning.com,6465420201,"120 Greenwich St Apt 10e, New York, NY, 10006","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Upholstery Cleaning New York,N/A,9177891816,"44 Market St Apt 10a, New York, NY, 10002","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Lower East Side Rug Cleaning co,N/A,3475321846,"413 Grand St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
New York Carpet Cleaning Tm,N/A,6463862260,"237 W 11th St, New York, NY, 10014","['Carpet & Rug Cleaners', 'Rugs', 'Water Damage Restoration']"
CarpetcleaningServices,N/A,9176790800,"57 W 57th St, New york, NY, 10019","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Steam Cleaning']"
Rug Cleaning Services Inc.,N/A,6467763122,"230 Central Park W Apt 3b, New York, NY, 10024","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Automobile Upholstery Cleaning']"
Area Rug Cleaning NYC,N/A,6463581226,"2607 Broadway, New York, NY, 10025","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Rug Cleaner NYC,N/A,6468104148,"444 Central Park W, New York, NY, 10025","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Carpet & Rug Cleaners-Water Extraction']"
ServiceMaster Restoration Services by Global,servicemasterrestore.com,8553382619,"308 E 109th St, New York, NY, 10029","['Carpet & Rug Cleaners', 'Janitorial Service']"
Carpet Shampoo Cleaning 10017,N/A,6462256594,"New York, NY, 10017","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
"Sall Cleaning Services, Inc.",N/A,9176455112,"New York, NY, 10036","['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Cleaners-Interior']"
Manhattan Carpet Cleaner,manhattancarpetcleaner.com,2125376146,"New York, NY, 10065","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Drapery & Curtain Cleaners']"
Call A Maid,N/A,8774916243,"2289 5th Ave, New York, NY, 10037","['Carpet & Rug Cleaners', 'House Cleaning', 'Window Cleaning']"
SoHo Carpet & Rug Cleaners,local-steamers.info,3474225004,"581 Broadway, New York, NY, 10012","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Branch Services Inc,N/A,2122448441,"261 W 35th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Mold Remediation', 'Duct Cleaning']"
Commercial Disaster Cleanup Team,N/A,6465833353,"201 Grand St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Disaster Recovery & Relief']"
Professional Carpet Rug & Upholstery Cleaning,N/A,7182331147,"432 E 14th St, New York, NY, 10009","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
New York Black Mold Removal Service,N/A,6465833303,"144 W 14th St, New York, NY, 10011","['Carpet & Rug Cleaners', 'Mold Remediation', 'Inspection Service']"
Smart Choice Carpet,smartchoicecarpet-ny.com,2123619865,"237 E 33rd St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Apple Window Cleaning Inc,applewindowcleaning.net,2126200708,"260 W 36th St Rm 504a, New York, NY, 10018","['Carpet & Rug Cleaners', 'Window Cleaning']"
Miller Cleaning & Restoration,N/A,6465833456,"554 W 181st St, New York, NY, 10033","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Water Damage Restoration']"
Express Cleaning Service in New York,N/A,9292013073,"81 W Broadway, New York, NY, 10007","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
Guranteed Cleaning Solutions in New York,N/A,9292795757,"295 Greenwich St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
Broadway Carpet Cleaning,N/A,3474705027,"195 Broadway Fl 903, New York, NY, 10007","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Cleaning Exec Cleaning Services,cleaningexec.com,2124578699,"12 John St Apt 11f, New York, NY, 10038","['Carpet & Rug Cleaners', 'Maid & Butler Services', 'Cleaning Contractors']"
Cleaning Solutions in New York,N/A,9292090041,"115 Broadway, New York, NY, 10006","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
SERVPRO of Lower East Side Manhattan,servpro.com,9174236364,"30 Wall St 8th Fl, New York, NY, 10005","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
Cleaning Solutions in New York,N/A,9293741013,"103 Washington St, New York, NY, 10006","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
Commercial cleaning in New York,N/A,9297326006,"100 Kenmare St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
High Integrity Services,highintegrityllc.com,6467338527,"99 Wall St. Suite 2059, New York, NY, 10005","['Carpet & Rug Cleaners', 'House Cleaning', 'Lawn Maintenance']"
Cleaning Solutions in New York,N/A,9174104810,"99 Wall St, New York, NY, 10005","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'House Cleaning']"
NYC Carpet Cleaning,nyccarpetcleaning.com,6466882878,"50 Canal St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Tile-Cleaning, Refinishing & Sealing']"
Varick Carpet Cleaning Service,N/A,3478712520,"150 Varick St Fl 1192, New York, NY, 10013","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
SERVPRO of Alphabet City/Downtown Manhattan,servpro.com,6466654195,"118 Orchard St, New York, NY, 10002","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
Washington Square Carpet Cleaning,N/A,3474706137,"79 Washington Sq E Ste 908, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Roll Gates NYC,N/A,6467609808,"8 Avenue B, New York, NY, 10009","['Carpet & Rug Cleaners', 'Garage Doors & Openers', 'Gates & Accessories']"
Astor Carpet Cleaners,N/A,3474705682,"13 Astor Pl Ste 13, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Union Square Carpet Cleaners,relatedrentals.com,3477660534,"41 Union Sq W Ste 9031, New York, NY, 10003","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
ABC Rug & Carpet Cleaning Service,abchomecare.com,2122719056,"881 Broadway, New York, NY, 10003","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Upholstery Cleaners']"
Meatpacking Carpet Cleaning,N/A,3478715820,"124 8th Ave Ste 1194, New York, NY, 10011","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Chelsea Carpet Cleaning,N/A,3477621540,"4 W 21st St Ste 1215, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Four Star General Cleaning Service,4starcleaning.com,2127419400,"19 W 21st St Rm 601A, New York, NY, 10010","['Carpet & Rug Cleaners', 'House Cleaning', 'Industrial Cleaning']"
Park Carpet Cleaning,N/A,3474509534,"304 Park Ave S Ste 9034, New York, NY, 10010","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Eighth Ave Repair Service,baos.com,3478711573,"177 8th Ave Ste 1216, New York, NY, 10011","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Central Rug and Carpet,centralrugandcarpet.com,2128102171,"154 E 23rd St, New York, NY, 10010","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Drapery & Curtain Cleaners']"
New York Carpet Cleaning Service,newyorkcarpetcleaning.com,3477098640,"300 W 23rd St Apt 1208, New York, NY, 10011","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
212 Rug Cleaners,212rugcleaners.com,8003858288,"244 5th Ave Fl E234, New York, NY, 10001","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Drapery & Curtain Cleaners']"
eMaids Cleaning Service of NYC,emaidsinc.com,2123901877,"244 5th Ave Ste K, New York, NY, 10001","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
NY Carpet and Rugs,N/A,3476743128,"424 Park Ave S Frnt 1233, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Maaco Upholstery Cleaning,maacoupholsterycleaning.com,2122290784,"242 W 27th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Carpet & Rug Repair']"
West Side Carpet Cleaners,N/A,3477092204,"227 W 27th St Ste 910, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Oriental Rug Care New York,orientalrugcareny.com,2126772800,"4 E 30th St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
The Finishing Touch NYC,thefinishingtouchnyc.com,9179057190,"1239 Broadway, New York, NY, 10001","['Carpet & Rug Cleaners', 'Building Cleaning-Exterior', 'Building Maintenance']"
Indzhigulyan & Isbirian Rug Cleaners,N/A,8776274159,"34 E 32nd St, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
Sixth Avenue Carpet Cleaners,N/A,3474701684,"875 Avenue Of The Americas Frnt 9022, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
"SERVPRO of Midtown Manhattan, Hudson Yards",servpro.com,2127689400,"243 W 30th St Ste 301, New York, NY, 10001","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
Seventh Avenue Carpet Cleaners,N/A,3477097658,"370 7th Ave Ste 9020, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Sacco Carpet,saccocarpet.com,2122264344,"30 E 33rd St Fl 10, New York, NY, 10016","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
Friendly Carpet & Rug Cleaners,N/A,3476744086,"3 Park Ave Rm 1198, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Local Carpet Cleaning Service,N/A,3476741734,"200 Madison Ave Frnt 9032, New York, NY, 10016","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Midtown Manhattan Carpet Cleaners,N/A,3477669439,"151 W 34th St Ste 1221, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Twenty Four Seven Upholstery,247installers.com,2125323090,"260 W 35th St, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholsterers']"
Eighth Avenue Carpet Cleaners,N/A,3477092857,"494 8th Ave Fl 9015, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Town House Speciality Cleaning Co,townhousecleaning.com,2125948300,"242 W 36th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Janitorial Service', 'Industrial Cleaning']"
Carpet & Rug Cleaning NYC,N/A,3476744012,"360 Lexington Ave Rm 1196, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Manhattan Local Carpet & Rug Cleaners,N/A,3476744197,"639 3rd Ave Ste 1237, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Midtown Carpet Cleaners,N/A,3477661257,"655 W 34th St Ste 1206, New York, NY, 10001","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Local Carpet Cleaners,N/A,3476745103,"600 8th Ave Frnt 9008, New York, NY, 10018","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Carpet Cleaning green cleans.com,green-cleans.com,3477595969,"502 9th Ave, New York, NY, 10018","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Grand Carpet & Rug Cleaners,N/A,3474708804,"150 E 42nd St Fl 1225, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
M D Building Svcs Inc,mdbuildingsvcs.com,2129671235,"315 W 39th St, New York, NY, 10018","['Carpet & Rug Cleaners', 'Janitorial Service', 'Building Cleaners-Interior']"
"Bonny's Wholesale & Clean Up, Corp",N/A,3475306304,"501 10th Ave, New York, NY, 10018","['Carpet & Rug Cleaners', 'House Cleaning', 'Appliances-Major-Wholesale & Manufacturers']"
New York Local Carpet & Rug Cleaners,N/A,3474705831,"330 Madison Ave Rm 1229, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NY Mobile Carpet Cleaning,N/A,3476743194,"685 3rd Ave Fl 9019, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NY Mobile Carpet & Rug Cleaners,N/A,3476744541,"335 Madison Ave Fl 906, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NYC Local Carpet Cleaners,N/A,3476749607,"1500 Broadway Ste 1232, New York, NY, 10036","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Lex Carpet & Rug Cleaners Service,N/A,3474707215,"450 Lexington Ave Unit 1214, New York, NY, 10163","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Millennium Building Service,spectrumbuildingservices.net,2126612222,"801 E 2nd Ave, New York, NY, 10017","['Carpet & Rug Cleaners', 'Cleaning Contractors', 'Industrial Cleaning']"
Midtown Lex Carpet & Rug Cleaners,N/A,3476744165,"511 Lexington Ave Ste 1219, New York, NY, 10017","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Carpets,steamexpressny.com,6463862259,"145 E 48th St, New York, NY, 10017","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
New York Local Carpet Cleaners,N/A,3476748126,"1656 Broadway Ste 823, New York, NY, 10019","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Manhattan Local Carpet Cleaners,N/A,3477094019,"630 Lexington Ave Frnt 1218, New York, NY, 10022","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
New York Local Carpet Cleaners,N/A,3477093717,"550 Madison Ave Frnt 1213, New York, NY, 10022","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
White Glove Elite,whitegloveelite.nyc,2126844460,"850 7th Ave Ste 1100, New York, NY, 10019","['Carpet & Rug Cleaners', 'House Cleaning', 'Maid & Butler Services']"
McMaid,bielkajewelry.com,2123715555,"136 E 57th St Ste 1602, New York, NY, 10022","['Carpet & Rug Cleaners', 'Maid & Butler Services', 'Janitorial Service']"
Stark Carpet Corp.,starkcarpet.com,2127529000,"979 3rd Ave, New York, NY, 10022","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
EastSide Carpet Cleaners Service,N/A,3477090496,"1021 3rd Ave Ste 9001, New York, NY, 10065","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Central Park Carpet Cleaners,N/A,3477094740,"1841 Broadway Rm 5812, New York, NY, 10023","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
NYC Local Carpet Cleaners,N/A,3477096104,"1889 Broadway Ste 1202, New York, NY, 10023","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Easter Carpet Cleaners,N/A,3476749811,"1128 3rd Ave Ste 811, New York, NY, 10065","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
Carpets Today,carpetstoday.com,2124726900,"1285 2nd Ave Frnt 1, New York, NY, 10065","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials']"
212 Carpet.com,212carpet.com,2125379219,"954 Lexington Ave Ste 1013, New York, NY, 10021","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Flooring Contractors']"
NY-CarpetCleaning-NYC,ny-carpetcleaning-nyc.com,2127314610,"127 E 73rd St, New York, NY, 10021","['Carpet & Rug Cleaners', 'Leather Cleaning', 'Tile-Cleaning, Refinishing & Sealing']"
New York Local Carpet Cleaners,N/A,3477095065,"267 Columbus Ave Ste 267, New York, NY, 10023","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
EastSide Carpet Cleaners Service,N/A,3477095027,"338 Columbus Ave Ste 518, New York, NY, 10023","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
212 Royal Carpet,N/A,2125456695,"102 W 79th St Apt 6g, New York, NY, 10024","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Upholstery Cleaners']"
West Carpet Cleaners,N/A,3477096340,"444 Columbus Ave Ste 515, New York, NY, 10024","['Carpet & Rug Cleaners', 'Upholstery Cleaners', 'Furniture Cleaning & Fabric Protection']"
TonyAthas.com Carpet & Upholstery Cleaning,N/A,9176863404,"1324 Lexington Ave., Ste. 181, new york, NY, 10128","['Carpet & Rug Cleaners', 'Drapery & Curtain Cleaners', 'Furniture Cleaning & Fabric Protection']"
SERVPRO of Upper East Side,servpro.com,9179242260,"1751 2nd Ave, New York, NY, 10128","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Duct Cleaning']"
Flatiron Cleaning,N/A,2128761000,"230 E 93rd St, New York, NY, 10128","['Carpet & Rug Cleaners', 'House Cleaning', 'Window Cleaning']"
SERVPRO of North West Manhattan,servpro.com,2125341801,"8 W 126th St Ste 322, New York, NY, 10027","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Air Duct Cleaning']"
NY Empire Carpet & Rugs,N/A,7183378278,"770 W 169th St, New York, NY, 10032","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers', 'Floor Materials-Wholesale & Manufacturers']"
Dll Cleaning Services,dllcleaningservices.com,8669550192,"4441 Broadway Suite 2B, New York, NY, 10040","['Carpet & Rug Cleaners', 'House Cleaning', 'Janitorial Service']"
NYC Carpet Cleaners,nyccarpetcleaners.com,2129666634,"2 Broadway Ter, New York, NY, 10040","['Carpet & Rug Cleaners', 'Upholstery Cleaners']"
New York Rug Cleaners | Express Rugs,N/A,3475321860,"70 Chambers St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Hj Murray & Co Inc,N/A,2122277050,"64 Reade St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Fire & Water Damage Restoration', 'Altering & Remodeling Contractors']"
"Majik Cleaning Services, Inc.",majikservices.com,2125457830,"299 Broadway Ste 1610, New York, NY, 10007","['Carpet & Rug Cleaners', 'Janitorial Service', 'Upholstery Cleaners']"
Mr.Clean's  Cleaning Service,N/A,7182184498,"126 Chambers St, New York, NY, 10007","['Carpet & Rug Cleaners', 'Maid & Butler Services', 'House Cleaning']"
Guarantee Green,guarantee-green.com,7184454688,"365 Broadway # Y, New York, NY, 10013","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment Rental']"
Carpets Today,carpetstoday.com,8008814385,"335 Greenwich St Frnt A, New York, NY, 10013","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Oriental Rug Cleaning New York,N/A,8662035615,"51 Nassau St, New York, NY, 10038","['Carpet & Rug Cleaners', 'Rugs']"
"New York, NY : Top-Carpet-Cleaners.Com",top-carpet-cleaners.com,7188417983,"59 Maiden Ln, New York, NY, 10038","['Carpet & Rug Cleaners', 'Air Duct Cleaning', 'Water Damage Restoration']"
Harvard Protection Services,harvardmaint.com,2127300001,"59 Maiden Ln, New York, NY, 10038","['Carpet & Rug Cleaners', 'Building Maintenance', 'Janitorial Service']"
Manhattan Oriental Rug Cleaning,N/A,2123975980,"140 Washington St, New York, NY, 10006","['Carpet & Rug Cleaners', 'Rugs', 'Floor Materials']"
Upholstery Cleaning New York,upholsterycleaningnewyork.com,2123801317,"60 E Broadway, New York, NY, 10002","['Carpet & Rug Cleaners', 'Furniture Cleaning & Fabric Protection', 'Janitorial Service']"
A T & K Inc,N/A,2124313831,"128 Mott St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Carpet & Rug Cleaning Equipment & Supplies']"
New York Professional rug cleaners,N/A,6463511969,"15 Broad St, New York, NY, 10005","['Carpet & Rug Cleaners', 'Water Damage Restoration', 'Upholstery Cleaners']"
Carpets Today,carpetstoday.com,8008814385,"45 Broadway Fl 32, New York, NY, 10006","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
"Carpet Culture & Rugs, Inc.",carpet-culture.com,2122192315,"392 Broome St, New York, NY, 10013","['Carpet & Rug Cleaners', 'Carpet & Rug Repair', 'Rugs']"
Carpets Today,carpetstoday.com,8008814385,"200 Lafayette St, New York, NY, 10012","['Carpet & Rug Cleaners', 'Carpet & Rug Dealers']"
Aliant Cleaning Services Corporation,N/A,2126088700,"377 Rector Pl, New York, NY, 10280","['Carpet & Rug Cleaners', 'Janitorial Service', 'Cleaning Contractors']"
